PhraseId,Phrase,Sentiment
156885,distance,2
156886,a sad trust,2
156887,sad trust,2
156888,trust,2
156889,in liberal arts college bumper sticker platitudes,2
156890,liberal arts college bumper sticker platitudes,2
156891,arts college bumper sticker platitudes,2
156892,arts,2
156893,college bumper sticker platitudes,2
156894,college,2
156895,bumper sticker platitudes,2
156896,bumper,2
156897,sticker platitudes,2
156898,sticker,2
156899,platitudes,2
156900,"A fitfully amusing romp that , if nothing else , will appeal to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz .",3
156901,A fitfully amusing,3
156902,fitfully amusing,3
156903,fitfully,2
156904,amusing,3
156905,"romp that , if nothing else , will appeal to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz .",3
156906,"romp that , if nothing else , will appeal to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz",3
156907,romp,2
156908,"that , if nothing else , will appeal to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz",3
156909,", if nothing else , will appeal to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz",2
156910,"if nothing else , will appeal to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz",2
156911,if nothing else,2
156912,nothing else,2
156913,nothing,2
156914,else,2
156915,", will appeal to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz",3
156916,"will appeal to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz",3
156917,will,2
156918,"appeal to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz",3
156919,appeal,3
156920,"to fans of Malcolm in the Middle and its pubescent star , Frankie Muniz",2
156921,"fans of Malcolm in the Middle and its pubescent star , Frankie Muniz",2
156922,fans,2
156923,"of Malcolm in the Middle and its pubescent star , Frankie Muniz",2
156924,"Malcolm in the Middle and its pubescent star , Frankie Muniz",2
156925,Malcolm in the Middle and,2
156926,Malcolm in the Middle,2
156927,Malcolm,2
156928,in the Middle,2
156929,the Middle,2
156930,Middle,2
156931,"its pubescent star , Frankie Muniz",2
156932,"its pubescent star ,",2
156933,its pubescent star,2
156934,pubescent star,2
156935,pubescent,1
156936,star,2
156937,Frankie Muniz,2
156938,Frankie,2
156939,Muniz,2
156940,If I Spy were funny -LRB- enough -RRB- or exciting -LRB- enough -RRB- then it would be fairly simple to forgive the financial extortion it 's trying to reap from the moviegoing public .,2
156941,If I Spy were funny -LRB- enough -RRB- or exciting -LRB- enough -RRB- then it would be fairly simple to forgive the financial extortion,2
156942,If I Spy were funny -LRB- enough -RRB- or exciting -LRB- enough -RRB-,2
156943,I Spy were funny -LRB- enough -RRB- or exciting -LRB- enough -RRB-,2
156944,I Spy,2
156945,Spy,2
156946,were funny -LRB- enough -RRB- or exciting -LRB- enough -RRB-,2
156947,were,2
156948,funny -LRB- enough -RRB- or exciting -LRB- enough -RRB-,3
156949,funny -LRB- enough -RRB- or,3
156950,funny -LRB- enough -RRB-,3
156951,-LRB- enough -RRB-,2
156952,enough -RRB-,2
156953,exciting -LRB- enough -RRB-,3
156954,exciting,4
156955,then it would be fairly simple to forgive the financial extortion,2
156956,then,2
156957,it would be fairly simple to forgive the financial extortion,2
156958,would be fairly simple to forgive the financial extortion,2
156959,be fairly simple to forgive the financial extortion,2
156960,fairly simple to forgive the financial extortion,2
156961,fairly,2
156962,simple to forgive the financial extortion,2
156963,simple,2
156964,to forgive the financial extortion,2
156965,forgive the financial extortion,2
156966,forgive,2
156967,the financial extortion,2
156968,financial extortion,2
156969,financial,2
156970,extortion,2
156971,it 's trying to reap from the moviegoing public .,2
156972,'s trying to reap from the moviegoing public .,2
156973,'s trying to reap from the moviegoing public,2
156974,trying to reap from the moviegoing public,2
156975,trying,2
156976,to reap from the moviegoing public,2
156977,reap from the moviegoing public,2
156978,reap,2
156979,from the moviegoing public,2
156980,the moviegoing public,2
156981,moviegoing public,2
156982,moviegoing,2
156983,public,2
156984,Borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .,2
156985,Borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,2
156986,Borrows,2
156987,from so many literary and cinematic sources that this future world feels absolutely deja vu,2
156988,so many literary and cinematic sources that this future world feels absolutely deja vu,2
156989,so many literary and cinematic sources,2
156990,so many,2
156991,so,2
156992,many,2
156993,literary and cinematic sources,2
156994,literary,2
156995,and cinematic sources,2
156996,cinematic sources,2
156997,cinematic,3
156998,sources,2
156999,that this future world feels absolutely deja vu,2
157000,this future world feels absolutely deja vu,2
157001,this future world,2
157002,future world,2
157003,future,2
157004,feels absolutely deja vu,2
157005,feels,2
157006,absolutely deja vu,2
157007,absolutely,2
157008,deja vu,2
157009,deja,2
157010,vu,2
157011,"Despite its title , Amy 's Orgasm is not a porno , though it is as tedious as one .",1
157012,Despite its title,2
157013,Despite,2
157014,its title,2
157015,title,2
157016,", Amy 's Orgasm is not a porno , though it is as tedious as one .",1
157017,"Amy 's Orgasm is not a porno , though it is as tedious as one .",1
157018,Amy 's Orgasm,2
157019,Amy 's,2
157020,Amy,2
157021,Orgasm,2
157022,"is not a porno , though it is as tedious as one .",1
157023,"is not a porno , though it is as tedious as one",1
157024,"is not a porno ,",2
157025,is not a porno,2
157026,is not,2
157027,a porno,2
157028,porno,2
157029,though it is as tedious as one,1
157030,though,2
157031,it is as tedious as one,1
157032,is as tedious as one,1
157033,as tedious as one,1
157034,tedious as one,1
157035,tedious,1
157036,as one,2
157037,one,2
157038,"That dogged good will of the parents and ` vain ' Jia 's defoliation of ego , make the film touching despite some doldrums .",2
157039,"dogged good will of the parents and ` vain ' Jia 's defoliation of ego , make the film touching despite some doldrums .",2
157040,"dogged good will of the parents and ` vain ' Jia 's defoliation of ego , make the film touching despite some doldrums",2
157041,"dogged good will of the parents and ` vain ' Jia 's defoliation of ego ,",2
157042,dogged good will of the parents and ` vain ' Jia 's defoliation of ego,2
157043,dogged,2
157044,good will of the parents and ` vain ' Jia 's defoliation of ego,2
157045,good will of the parents and ` vain ' Jia 's defoliation,2
157046,good will of the parents and ` vain ' Jia 's,2
157047,good will,3
157048,of the parents and ` vain ' Jia 's,2
157049,of the parents and ` vain ' Jia,2
157050,the parents and ` vain ' Jia,2
157051,the parents and,2
157052,the parents,2
157053,parents,2
157054,` vain ' Jia,2
157055,`,2
157056,vain ' Jia,2
157057,vain,1
157058,' Jia,2
157059,',2
157060,Jia,2
157061,defoliation,2
157062,of ego,2
157063,ego,2
157064,make the film touching despite some doldrums,2
157065,make the film touching,3
157066,make,2
157067,the film touching,3
157068,film touching,3
157069,touching,3
157070,despite some doldrums,1
157071,some doldrums,2
157072,some,2
157073,doldrums,2
157074,Imagine a really bad community theater production of West Side Story without the songs .,1
157075,Imagine a really bad community theater production of West Side Story without the songs,1
157076,Imagine a really bad community theater production of West Side Story,1
157077,Imagine,2
157078,a really bad community theater production of West Side Story,1
157079,a really bad community theater production,1
157080,really bad community theater production,1
157081,really bad,0
157082,bad,1
157083,community theater production,2
157084,community,2
157085,theater production,2
157086,theater,2
157087,of West Side Story,2
157088,West Side Story,2
157089,West,2
157090,Side Story,2
157091,Side,2
157092,without the songs,2
157093,without,2
157094,the songs,2
157095,songs,2
157096,"It 's an old story , but a lively script , sharp acting and partially animated interludes make Just a Kiss seem minty fresh .",2
157097,"It 's an old story , but a lively script , sharp acting and partially animated interludes make Just a Kiss seem minty fresh",3
157098,"It 's an old story , but",2
157099,"It 's an old story ,",2
157100,It 's an old story,2
157101,'s an old story,2
157102,an old story,2
157103,old story,2
157104,"a lively script , sharp acting and partially animated interludes make Just a Kiss seem minty fresh",3
157105,"a lively script , sharp acting and partially animated interludes",3
157106,"a lively script , sharp acting and partially",3
157107,"a lively script , sharp acting and",3
157108,"a lively script , sharp acting",3
157109,"a lively script ,",3
157110,a lively script,3
157111,lively script,3
157112,lively,3
157113,script,2
157114,sharp acting,3
157115,sharp,2
157116,acting,2
157117,partially,2
157118,animated interludes,2
157119,interludes,2
157120,make Just a Kiss seem minty fresh,3
157121,Just a Kiss seem minty fresh,3
157122,a Kiss seem minty fresh,3
157123,a Kiss,2
157124,Kiss,2
157125,seem minty fresh,3
157126,seem,2
157127,minty fresh,3
157128,minty,2
157129,fresh,3
157130,"The most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take .",0
157131,"The most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute",0
157132,The most hopelessly monotonous film,0
157133,most hopelessly monotonous film,0
